step,epoch,total_loss,ce_loss,distill_loss,ref_ce_loss,timestamp
7300,186.8800,0.139921,0.044398,0.088551,0.006972,2026-04-26 13:48:55
7400,189.4400,0.134686,0.040643,0.092062,0.001981,2026-04-26 13:49:05
7500,192.0000,0.112597,0.016815,0.087012,0.008770,2026-04-26 13:49:14
7600,194.5600,0.125758,0.031032,0.087716,0.007009,2026-04-26 13:49:22
7700,197.1200,0.123340,0.030994,0.089203,0.003143,2026-04-26 13:49:31
7800,199.6800,0.125067,0.030443,0.086615,0.008009,2026-04-26 13:49:39
7900,202.2400,0.131057,0.034877,0.090500,0.005681,2026-04-26 13:49:47
8000,204.8000,0.105191,0.018556,0.081430,0.005205,2026-04-26 13:49:55
8100,207.3600,0.107308,0.013970,0.083249,0.010089,2026-04-26 13:50:04
8200,209.9200,0.110232,0.021252,0.086092,0.002889,2026-04-26 13:50:12
8300,212.4800,0.123646,0.031202,0.089592,0.002853,2026-04-26 13:50:22
8400,215.0400,0.107442,0.014394,0.082403,0.010644,2026-04-26 13:50:35
8500,217.6000,0.118121,0.024830,0.087979,0.005311,2026-04-26 13:50:46
8600,220.1600,0.105139,0.010889,0.084241,0.010009,2026-04-26 13:50:55
8700,222.7200,0.121319,0.028493,0.091119,0.001708,2026-04-26 13:51:04
8800,225.2800,0.112364,0.016502,0.093380,0.002482,2026-04-26 13:51:14
8900,227.8400,0.108589,0.022043,0.084369,0.002177,2026-04-26 13:51:24
9000,230.4000,0.127500,0.025081,0.092798,0.009621,2026-04-26 13:51:33
9100,232.9600,0.110472,0.023359,0.084688,0.002425,2026-04-26 13:51:42
9200,235.5200,0.113495,0.023514,0.087080,0.002901,2026-04-26 13:51:52
9300,238.0800,0.120151,0.026480,0.089926,0.003746,2026-04-26 13:52:02
9400,240.6400,0.111458,0.019201,0.087155,0.005103,2026-04-26 13:52:16
9500,243.2000,0.096789,0.013034,0.079764,0.003990,2026-04-26 13:52:28
9600,245.7600,0.121823,0.027832,0.087413,0.006579,2026-04-26 13:52:37
9700,248.3200,0.125597,0.023320,0.083872,0.018405,2026-04-26 13:52:46
9800,250.8800,0.110830,0.021306,0.087782,0.001741,2026-04-26 13:52:56
9900,253.4400,0.092378,0.010063,0.081169,0.001147,2026-04-26 13:53:05
10000,256.0000,0.095120,0.009238,0.084881,0.001001,2026-04-26 13:53:14
10100,258.5600,0.091212,0.008770,0.080597,0.001846,2026-04-26 13:53:24
10200,261.1200,0.114145,0.022721,0.087181,0.004243,2026-04-26 13:53:33
10300,263.6800,0.093982,0.014030,0.078339,0.001614,2026-04-26 13:53:42
10400,266.2400,0.119171,0.024145,0.088639,0.006387,2026-04-26 13:53:54
10500,268.8000,0.112157,0.024940,0.083710,0.003507,2026-04-26 13:54:08
10600,271.3600,0.100165,0.016386,0.082232,0.001546,2026-04-26 13:54:19
10700,273.9200,0.100389,0.013800,0.084549,0.002040,2026-04-26 13:54:28
10800,276.4800,0.096557,0.013501,0.080256,0.002799,2026-04-26 13:54:38
10900,279.0400,0.099255,0.015716,0.077879,0.005661,2026-04-26 13:54:47
11000,281.6000,0.091718,0.008241,0.080641,0.002835,2026-04-26 13:54:56
11100,284.1600,0.095298,0.009542,0.082335,0.003421,2026-04-26 13:55:04
11200,286.7200,0.090291,0.008619,0.079051,0.002621,2026-04-26 13:55:12
11300,289.2800,0.103724,0.018801,0.084152,0.000771,2026-04-26 13:55:20
11400,291.8400,0.110468,0.017857,0.086605,0.006005,2026-04-26 13:55:28
11500,294.4000,0.105864,0.026773,0.075217,0.003875,2026-04-26 13:55:42
11600,296.9600,0.099779,0.011380,0.083484,0.004915,2026-04-26 13:55:55
11700,299.5200,0.103029,0.012777,0.079852,0.010401,2026-04-26 13:56:06
11800,302.0800,0.091603,0.013174,0.077548,0.000881,2026-04-26 13:56:15
11900,304.6400,0.083113,0.007000,0.075545,0.000568,2026-04-26 13:56:25
12000,307.2000,0.092462,0.009415,0.079909,0.003138,2026-04-26 13:56:34
12100,309.7600,0.092010,0.013505,0.075629,0.002876,2026-04-26 13:56:43
12200,312.3200,0.100323,0.015043,0.081200,0.004080,2026-04-26 13:56:53
12300,314.8800,0.098034,0.012527,0.082016,0.003492,2026-04-26 13:57:02
12400,317.4400,0.115167,0.023997,0.082283,0.008886,2026-04-26 13:57:11
12500,320.0000,0.106516,0.019518,0.083396,0.003602,2026-04-26 13:57:23
12600,322.5600,0.098929,0.009513,0.084426,0.004989,2026-04-26 13:57:37
12700,325.1200,0.095655,0.013586,0.081588,0.000481,2026-04-26 13:57:49
12800,327.6800,0.090603,0.009156,0.078673,0.002774,2026-04-26 13:57:58
12900,330.2400,0.092257,0.008428,0.081394,0.002436,2026-04-26 13:58:08
13000,332.8000,0.089867,0.010842,0.078202,0.000823,2026-04-26 13:58:17
13100,335.3600,0.110011,0.021810,0.080665,0.007536,2026-04-26 13:58:26
13200,337.9200,0.086442,0.009943,0.074927,0.001572,2026-04-26 13:58:35
13300,340.4800,0.107976,0.019459,0.077271,0.011247,2026-04-26 13:58:43
13400,343.0400,0.086078,0.006087,0.079371,0.000620,2026-04-26 13:58:52
13500,345.6000,0.108470,0.018960,0.074620,0.014890,2026-04-26 13:59:00
13600,348.1600,0.084690,0.006539,0.077143,0.001008,2026-04-26 13:59:12
13700,350.7200,0.085670,0.010533,0.073367,0.001770,2026-04-26 13:59:26
13800,353.2800,0.078882,0.003544,0.071210,0.004129,2026-04-26 13:59:38
13900,355.8400,0.092717,0.006611,0.077784,0.008322,2026-04-26 13:59:47
14000,358.4000,0.087474,0.011170,0.075074,0.001230,2026-04-26 13:59:57
14100,360.9600,0.093802,0.010149,0.079835,0.003818,2026-04-26 14:00:06
14200,363.5200,0.093507,0.014394,0.077078,0.002034,2026-04-26 14:00:16
14300,366.0800,0.083241,0.007689,0.074177,0.001375,2026-04-26 14:00:25
14400,368.6400,0.076566,0.004261,0.071580,0.000724,2026-04-26 14:00:35
14500,371.2000,0.096632,0.014801,0.076312,0.005519,2026-04-26 14:00:43
14600,373.7600,0.100051,0.007706,0.075166,0.017179,2026-04-26 14:00:54
14700,376.3200,0.087100,0.007076,0.077686,0.002338,2026-04-26 14:01:07
14800,378.8800,0.082054,0.006148,0.073662,0.002243,2026-04-26 14:01:18
14900,381.4400,0.095289,0.013844,0.078008,0.003437,2026-04-26 14:01:28
15000,384.0000,0.081261,0.006599,0.074163,0.000499,2026-04-26 14:01:37
15100,386.5600,0.083720,0.004542,0.078304,0.000874,2026-04-26 14:01:46
15200,389.1200,0.079922,0.005504,0.072452,0.001966,2026-04-26 14:01:55
15300,391.6800,0.095194,0.014878,0.079225,0.001091,2026-04-26 14:02:03
15400,394.2400,0.079024,0.003993,0.074250,0.000781,2026-04-26 14:02:12
15500,396.8000,0.086291,0.005734,0.078094,0.002463,2026-04-26 14:02:20
15600,399.3600,0.083247,0.006293,0.076373,0.000581,2026-04-26 14:02:28
15700,401.9200,0.094966,0.012825,0.074678,0.007463,2026-04-26 14:02:40
15800,404.4800,0.079928,0.003909,0.074438,0.001581,2026-04-26 14:02:48
15900,407.0400,0.090090,0.010857,0.077145,0.002088,2026-04-26 14:02:57
16000,409.6000,0.081927,0.004825,0.074069,0.003033,2026-04-26 14:03:10
16100,412.1600,0.094718,0.019752,0.074528,0.000438,2026-04-26 14:03:23
16200,414.7200,0.077465,0.003670,0.072348,0.001446,2026-04-26 14:03:33
16300,417.2800,0.077765,0.004044,0.071983,0.001738,2026-04-26 14:03:42
16400,419.8400,0.070921,0.004589,0.065835,0.000497,2026-04-26 14:03:52
16500,422.4000,0.082306,0.011601,0.070148,0.000557,2026-04-26 14:04:01
16600,424.9600,0.075368,0.004263,0.070484,0.000621,2026-04-26 14:04:10
16700,427.5200,0.077162,0.004386,0.071908,0.000867,2026-04-26 14:04:19
16800,430.0800,0.091162,0.003182,0.070811,0.017169,2026-04-26 14:04:28
16900,432.6400,0.077631,0.006442,0.070167,0.001022,2026-04-26 14:04:38
17000,435.2000,0.075843,0.003627,0.071331,0.000884,2026-04-26 14:04:52
17100,437.7600,0.083369,0.008831,0.071802,0.002736,2026-04-26 14:05:04
17200,440.3200,0.081731,0.008795,0.071830,0.001107,2026-04-26 14:05:14
17300,442.8800,0.088860,0.012461,0.075071,0.001328,2026-04-26 14:05:23
17400,445.4400,0.087102,0.007806,0.073731,0.005565,2026-04-26 14:05:33
17500,448.0000,0.082618,0.009629,0.072511,0.000478,2026-04-26 14:05:43
17600,450.5600,0.084557,0.007139,0.075788,0.001630,2026-04-26 14:05:52
17700,453.1200,0.090330,0.005419,0.075194,0.009717,2026-04-26 14:06:02
17800,455.6800,0.072185,0.003336,0.067708,0.001141,2026-04-26 14:06:11
17900,458.2400,0.072275,0.002881,0.068873,0.000521,2026-04-26 14:06:23
18000,460.8000,0.083474,0.002871,0.072519,0.008084,2026-04-26 14:06:36
18100,463.3600,0.071366,0.005173,0.064381,0.001812,2026-04-26 14:06:49
18200,465.9200,0.069996,0.002531,0.064890,0.002575,2026-04-26 14:06:59
18300,468.4800,0.074129,0.005029,0.068246,0.000853,2026-04-26 14:07:09
18400,471.0400,0.083017,0.014636,0.067770,0.000610,2026-04-26 14:07:18
18500,473.6000,0.095077,0.010173,0.069741,0.015163,2026-04-26 14:07:28
18600,476.1600,0.074812,0.003315,0.070497,0.000999,2026-04-26 14:07:37
18700,478.7200,0.076830,0.008539,0.066659,0.001632,2026-04-26 14:07:46
18800,481.2800,0.082812,0.006924,0.069325,0.006563,2026-04-26 14:07:56
18900,483.8400,0.076723,0.009802,0.066466,0.000455,2026-04-26 14:08:04
19000,486.4000,0.072801,0.004120,0.068220,0.000461,2026-04-26 14:08:16
19100,488.9600,0.071646,0.004406,0.066777,0.000463,2026-04-26 14:08:30
19200,491.5200,0.065250,0.001809,0.063049,0.000392,2026-04-26 14:08:43
19300,494.0800,0.071386,0.003221,0.065094,0.003071,2026-04-26 14:08:53
19400,496.6400,0.067522,0.002498,0.064685,0.000340,2026-04-26 14:09:03
19500,499.2000,0.076052,0.008199,0.066103,0.001750,2026-04-26 14:09:13
19600,501.7600,0.076514,0.010366,0.065769,0.000379,2026-04-26 14:09:23
19700,504.3200,0.077988,0.003335,0.069421,0.005232,2026-04-26 14:09:32
19800,506.8800,0.082548,0.014668,0.065739,0.002141,2026-04-26 14:09:41
19900,509.4400,0.080500,0.007271,0.070393,0.002835,2026-04-26 14:09:51
20000,512.0000,0.071018,0.004889,0.065812,0.000317,2026-04-26 14:10:01
20100,514.5600,0.071148,0.002608,0.068097,0.000444,2026-04-26 14:10:14
20200,517.1200,0.073066,0.007571,0.063881,0.001614,2026-04-26 14:10:27
20300,519.6800,0.072118,0.004953,0.066580,0.000586,2026-04-26 14:10:37
20400,522.2400,0.082108,0.007716,0.063852,0.010539,2026-04-26 14:10:47
20500,524.8000,0.067089,0.002953,0.063740,0.000396,2026-04-26 14:10:56
20600,527.3600,0.076549,0.007821,0.066250,0.002478,2026-04-26 14:11:05
20700,529.9200,0.071816,0.004127,0.066780,0.000910,2026-04-26 14:11:14
20800,532.4800,0.070786,0.002806,0.066807,0.001173,2026-04-26 14:11:23
20900,535.0400,0.070649,0.003863,0.065983,0.000803,2026-04-26 14:11:32
21000,537.6000,0.066019,0.002338,0.061951,0.001730,2026-04-26 14:11:43
21100,540.1600,0.092080,0.012895,0.067442,0.011743,2026-04-26 14:11:56
21200,542.7200,0.069218,0.003893,0.064939,0.000386,2026-04-26 14:12:08
21300,545.2800,0.073636,0.004897,0.066277,0.002462,2026-04-26 14:12:17
21400,547.8400,0.067877,0.003154,0.063045,0.001677,2026-04-26 14:12:27
21500,550.4000,0.074172,0.004129,0.066238,0.003805,2026-04-26 14:12:36
21600,552.9600,0.066612,0.005256,0.060613,0.000743,2026-04-26 14:12:46
21700,555.5200,0.066176,0.002906,0.062746,0.000525,2026-04-26 14:12:56
21800,558.0800,0.067722,0.003526,0.063798,0.000398,2026-04-26 14:13:06
21900,560.6400,0.065417,0.003268,0.061532,0.000617,2026-04-26 14:13:14
22000,563.2000,0.069397,0.001546,0.062754,0.005098,2026-04-26 14:13:26
22100,565.7600,0.065291,0.001818,0.059358,0.004116,2026-04-26 14:13:34
22200,568.3200,0.065588,0.002788,0.062533,0.000267,2026-04-26 14:13:43
22300,570.8800,0.063822,0.002952,0.060526,0.000344,2026-04-26 14:13:51
22400,573.4400,0.063631,0.004031,0.059206,0.000394,2026-04-26 14:13:59
22500,576.0000,0.065619,0.003564,0.061788,0.000267,2026-04-26 14:14:12
22600,578.5600,0.070600,0.005987,0.064210,0.000403,2026-04-26 14:14:25
22700,581.1200,0.067326,0.004156,0.062847,0.000322,2026-04-26 14:14:35
22800,583.6800,0.072708,0.001912,0.060901,0.009896,2026-04-26 14:14:44
22900,586.2400,0.064579,0.002839,0.061318,0.000422,2026-04-26 14:14:54
23000,588.8000,0.068108,0.006305,0.057675,0.004128,2026-04-26 14:15:04
23100,591.3600,0.064949,0.001880,0.056791,0.006278,2026-04-26 14:15:14
23200,593.9200,0.060818,0.001586,0.058924,0.000308,2026-04-26 14:15:23
23300,596.4800,0.072258,0.007293,0.062039,0.002926,2026-04-26 14:15:33
23400,599.0400,0.076370,0.012622,0.059439,0.004309,2026-04-26 14:15:42
23500,601.6000,0.069236,0.003462,0.064367,0.001407,2026-04-26 14:15:55
23600,604.1600,0.073259,0.009393,0.063629,0.000238,2026-04-26 14:16:09
23700,606.7200,0.058383,0.001999,0.055822,0.000562,2026-04-26 14:16:21
23800,609.2800,0.070322,0.002549,0.057532,0.010240,2026-04-26 14:16:31
23900,611.8400,0.061909,0.001671,0.059846,0.000392,2026-04-26 14:16:40
24000,614.4000,0.066411,0.002962,0.057198,0.006251,2026-04-26 14:16:50
24100,616.9600,0.063757,0.005565,0.057941,0.000251,2026-04-26 14:16:59
24200,619.5200,0.070140,0.013972,0.055218,0.000949,2026-04-26 14:17:09
24300,622.0800,0.066755,0.003423,0.059807,0.003525,2026-04-26 14:17:18
24400,624.6400,0.063392,0.005016,0.056869,0.001506,2026-04-26 14:17:27
24500,627.2000,0.068298,0.006180,0.061090,0.001028,2026-04-26 14:17:39
24600,629.7600,0.062623,0.003816,0.058465,0.000342,2026-04-26 14:17:49
24700,632.3200,0.083343,0.023661,0.059447,0.000235,2026-04-26 14:18:03
24800,634.8800,0.071433,0.008716,0.062457,0.000261,2026-04-26 14:18:13
24900,637.4400,0.066876,0.002749,0.061005,0.003122,2026-04-26 14:18:23
25000,640.0000,0.062514,0.003134,0.059139,0.000241,2026-04-26 14:18:33
25100,642.5600,0.060770,0.002102,0.058362,0.000306,2026-04-26 14:18:43
25200,645.1200,0.074910,0.013467,0.059679,0.001764,2026-04-26 14:18:52
25300,647.6800,0.064665,0.002040,0.056163,0.006463,2026-04-26 14:19:02
25400,650.2400,0.069329,0.004792,0.060067,0.004470,2026-04-26 14:19:12
25500,652.8000,0.068503,0.003700,0.056665,0.008138,2026-04-26 14:19:21
25600,655.3600,0.063739,0.006541,0.056140,0.001058,2026-04-26 14:19:34
25700,657.9200,0.062063,0.003636,0.057948,0.000478,2026-04-26 14:19:48
25800,660.4800,0.058097,0.002153,0.055462,0.000482,2026-04-26 14:19:59
25900,663.0400,0.062459,0.001905,0.059956,0.000597,2026-04-26 14:20:09
26000,665.6000,0.062329,0.007336,0.054778,0.000214,2026-04-26 14:20:18
26100,668.1600,0.053412,0.001515,0.051594,0.000302,2026-04-26 14:20:27
26200,670.7200,0.060016,0.002112,0.057132,0.000772,2026-04-26 14:20:37
26300,673.2800,0.059269,0.001276,0.055497,0.002496,2026-04-26 14:20:46
26400,675.8400,0.059222,0.002058,0.052685,0.004479,2026-04-26 14:20:56
26500,678.4000,0.069781,0.013290,0.056239,0.000252,2026-04-26 14:21:04
26600,680.9600,0.063043,0.001586,0.056099,0.005359,2026-04-26 14:21:16
26700,683.5200,0.060613,0.002337,0.057908,0.000368,2026-04-26 14:21:30
26800,686.0800,0.058717,0.001405,0.056988,0.000324,2026-04-26 14:21:41
26900,688.6400,0.057625,0.001976,0.053831,0.001818,2026-04-26 14:21:51
27000,691.2000,0.058015,0.001934,0.055604,0.000477,2026-04-26 14:22:00
27100,693.7600,0.059483,0.003288,0.055707,0.000489,2026-04-26 14:22:10
27200,696.3200,0.060089,0.001545,0.055746,0.002799,2026-04-26 14:22:19
27300,698.8800,0.057956,0.002239,0.055497,0.000220,2026-04-26 14:22:29
27400,701.4400,0.060085,0.004403,0.054872,0.000809,2026-04-26 14:22:39
27500,704.0000,0.053270,0.001385,0.051636,0.000249,2026-04-26 14:22:48
27600,706.5600,0.053542,0.001571,0.051710,0.000262,2026-04-26 14:23:00
27700,709.1200,0.074178,0.015586,0.056265,0.002327,2026-04-26 14:23:14
27800,711.6800,0.052503,0.000781,0.051423,0.000300,2026-04-26 14:23:27
27900,714.2400,0.058021,0.001709,0.053811,0.002501,2026-04-26 14:23:36
28000,716.8000,0.057570,0.003835,0.052717,0.001018,2026-04-26 14:23:46
28100,719.3600,0.058620,0.006396,0.051980,0.000244,2026-04-26 14:23:56
28200,721.9200,0.060928,0.002544,0.054545,0.003839,2026-04-26 14:24:05
28300,724.4800,0.065413,0.002032,0.055663,0.007718,2026-04-26 14:24:14
28400,727.0400,0.056294,0.001076,0.054824,0.000395,2026-04-26 14:24:24
28500,729.6000,0.059649,0.002321,0.057049,0.000279,2026-04-26 14:24:33
28600,732.1600,0.057193,0.002821,0.051965,0.002407,2026-04-26 14:24:43
28700,734.7200,0.056854,0.002442,0.054053,0.000358,2026-04-26 14:24:57
28800,737.2800,0.062701,0.002850,0.059583,0.000267,2026-04-26 14:25:09
28900,739.8400,0.050861,0.000824,0.049844,0.000193,2026-04-26 14:25:19
29000,742.4000,0.055345,0.001327,0.051929,0.002090,2026-04-26 14:25:29
29100,744.9600,0.056941,0.001587,0.054957,0.000397,2026-04-26 14:25:38
29200,747.5200,0.055128,0.001538,0.053259,0.000332,2026-04-26 14:25:48
29300,750.0800,0.054981,0.001084,0.053187,0.000710,2026-04-26 14:25:57
29400,752.6400,0.065814,0.005888,0.054503,0.005424,2026-04-26 14:26:06
29500,755.2000,0.059710,0.003696,0.055644,0.000370,2026-04-26 14:26:15
29600,757.7600,0.060730,0.001089,0.053756,0.005885,2026-04-26 14:26:26
29700,760.3200,0.050849,0.000953,0.049434,0.000461,2026-04-26 14:26:39
29800,762.8800,0.051990,0.001605,0.049886,0.000499,2026-04-26 14:26:52
29900,765.4400,0.053478,0.001044,0.052198,0.000237,2026-04-26 14:27:02
30000,768.0000,0.057805,0.003745,0.053751,0.000309,2026-04-26 14:27:12
30100,770.5600,0.058374,0.002043,0.056069,0.000262,2026-04-26 14:27:22
30200,773.1200,0.055362,0.001676,0.053439,0.000247,2026-04-26 14:27:32
30300,775.6800,0.056466,0.001707,0.051905,0.002854,2026-04-26 14:27:42
30400,778.2400,0.058708,0.005798,0.052637,0.000273,2026-04-26 14:27:52
30500,780.8000,0.053715,0.001588,0.051397,0.000731,2026-04-26 14:28:02
30600,783.3600,0.061919,0.002028,0.052041,0.007850,2026-04-26 14:28:12
30700,785.9200,0.056077,0.002237,0.053597,0.000242,2026-04-26 14:28:25
30800,788.4800,0.058052,0.001453,0.052963,0.003636,2026-04-26 14:28:39
30900,791.0400,0.056190,0.002032,0.053852,0.000306,2026-04-26 14:28:52
31000,793.6000,0.055569,0.001167,0.052809,0.001593,2026-04-26 14:29:02
31100,796.1600,0.058553,0.001825,0.050665,0.006063,2026-04-26 14:29:11
31200,798.7200,0.056244,0.001271,0.050533,0.004439,2026-04-26 14:29:20
31300,801.2800,0.051797,0.001348,0.050227,0.000222,2026-04-26 14:29:30
31400,803.8400,0.053497,0.001601,0.051451,0.000446,2026-04-26 14:29:39
31500,806.4000,0.056599,0.000960,0.052397,0.003242,2026-04-26 14:29:48
31600,808.9600,0.049638,0.000905,0.048491,0.000242,2026-04-26 14:29:57
31700,811.5200,0.055514,0.001865,0.053407,0.000242,2026-04-26 14:30:06
31800,814.0800,0.057513,0.004130,0.051005,0.002378,2026-04-26 14:30:16
31900,816.6400,0.054405,0.001430,0.052299,0.000677,2026-04-26 14:30:25
32000,819.2000,0.057462,0.002552,0.051775,0.003135,2026-04-26 14:30:34
32100,821.7600,0.050549,0.002335,0.047931,0.000282,2026-04-26 14:30:43
32200,824.3200,0.058087,0.006343,0.051537,0.000206,2026-04-26 14:30:52
32300,826.8800,0.054137,0.001622,0.049904,0.002612,2026-04-26 14:31:02
32400,829.4400,0.053653,0.001311,0.052148,0.000193,2026-04-26 14:31:10
32500,832.0000,0.050660,0.001040,0.049409,0.000211,2026-04-26 14:31:20
32600,834.5600,0.052166,0.001336,0.050603,0.000227,2026-04-26 14:31:29
32700,837.1200,0.052273,0.000947,0.051080,0.000245,2026-04-26 14:31:38
32800,839.6800,0.051688,0.001745,0.049730,0.000214,2026-04-26 14:31:47
32900,842.2400,0.054647,0.002749,0.051703,0.000195,2026-04-26 14:31:56
33000,844.8000,0.052924,0.001964,0.050489,0.000471,2026-04-26 14:32:06
33100,847.3600,0.056572,0.001506,0.047583,0.007484,2026-04-26 14:32:15
33200,849.9200,0.055476,0.004598,0.050673,0.000204,2026-04-26 14:32:24
33300,852.4800,0.055101,0.001493,0.053329,0.000280,2026-04-26 14:32:33
33400,855.0400,0.050177,0.001512,0.048431,0.000234,2026-04-26 14:32:43
33500,857.6000,0.050375,0.001552,0.048623,0.000200,2026-04-26 14:32:52
33600,860.1600,0.053663,0.001409,0.052027,0.000227,2026-04-26 14:33:02
33700,862.7200,0.050478,0.001224,0.049072,0.000181,2026-04-26 14:33:11
33800,865.2800,0.055943,0.002629,0.053126,0.000187,2026-04-26 14:33:21
