step,epoch,total_loss,ce_loss,distill_loss,ref_ce_loss,timestamp
30700,314.3680,0.510738,0.309515,0.177788,0.023436,2026-04-26 17:46:45
30800,315.3920,0.572057,0.349411,0.187590,0.035056,2026-04-26 17:46:56
30900,316.4160,0.473381,0.227951,0.186038,0.059391,2026-04-26 17:47:09
31000,317.4400,0.469862,0.255987,0.181272,0.032603,2026-04-26 17:47:22
31100,318.4640,0.488954,0.253355,0.185973,0.049626,2026-04-26 17:47:33
31200,319.4880,0.449686,0.246636,0.179752,0.023298,2026-04-26 17:47:42
31300,320.5120,0.447869,0.233179,0.184787,0.029902,2026-04-26 17:47:51
31400,321.5360,0.537835,0.322218,0.181445,0.034172,2026-04-26 17:48:01
31500,322.5600,0.573829,0.331097,0.190179,0.052553,2026-04-26 17:48:10
31600,323.5840,0.538190,0.320950,0.185441,0.031799,2026-04-26 17:48:19
31700,324.6080,0.533247,0.317846,0.183927,0.031474,2026-04-26 17:48:29
31800,325.6320,0.574894,0.351802,0.185670,0.037422,2026-04-26 17:48:38
31900,326.6560,0.518918,0.289735,0.183330,0.045853,2026-04-26 17:48:49
32000,327.6800,0.564779,0.329602,0.187972,0.047205,2026-04-26 17:49:02
32100,328.7040,0.488578,0.273754,0.182510,0.032313,2026-04-26 17:49:13
32200,329.7280,0.493702,0.274096,0.186183,0.033423,2026-04-26 17:49:23
32300,330.7520,0.465644,0.221465,0.176056,0.068123,2026-04-26 17:49:32
32400,331.7760,0.471839,0.247143,0.177035,0.047661,2026-04-26 17:49:42
32500,332.8000,0.480165,0.275700,0.178804,0.025661,2026-04-26 17:49:51
32600,333.8240,0.495191,0.281048,0.183858,0.030285,2026-04-26 17:49:59
32700,334.8480,0.479627,0.269456,0.175606,0.034565,2026-04-26 17:50:07
32800,335.8720,0.464512,0.260463,0.176193,0.027856,2026-04-26 17:50:15
32900,336.8960,0.533781,0.327289,0.184361,0.022131,2026-04-26 17:50:24
33000,337.9200,0.499069,0.287878,0.182903,0.028288,2026-04-26 17:50:37
33100,338.9440,0.475540,0.256986,0.177992,0.040562,2026-04-26 17:50:50
33200,339.9680,0.450835,0.250431,0.180029,0.020374,2026-04-26 17:51:01
33300,340.9920,0.486181,0.265047,0.179348,0.041786,2026-04-26 17:51:11
33400,342.0160,0.484434,0.263388,0.176421,0.044625,2026-04-26 17:51:21
33500,343.0400,0.455106,0.228643,0.179360,0.047102,2026-04-26 17:51:30
33600,344.0640,0.517758,0.307817,0.180246,0.029695,2026-04-26 17:51:40
