step,epoch,total_loss,ce_loss,distill_loss,ref_ce_loss,timestamp
0,0.0000,8.657840,4.284210,0.132819,4.240810,2026-04-26 14:40:05
100,1.2800,6.920011,3.012192,0.044622,3.863197,2026-04-26 14:40:17
200,2.5600,6.418285,2.741074,0.032550,3.644662,2026-04-26 14:40:26
300,3.8400,5.999193,2.446487,0.025597,3.527109,2026-04-26 14:40:35
400,5.1200,5.326908,2.146992,0.049187,3.130729,2026-04-26 14:40:45
500,6.4000,4.639594,1.847679,0.049220,2.742695,2026-04-26 14:40:54
600,7.6800,4.274506,1.670796,0.083582,2.520128,2026-04-26 14:41:03
700,8.9600,3.899586,1.535663,0.089967,2.273956,2026-04-26 14:41:13
800,10.2400,3.618638,1.455345,0.077127,2.086166,2026-04-26 14:41:22
900,11.5200,3.458178,1.409887,0.074095,1.974195,2026-04-26 14:41:34
1000,12.8000,3.360980,1.392476,0.072875,1.895629,2026-04-26 14:41:47
1100,14.0800,3.173759,1.311583,0.071383,1.790794,2026-04-26 14:41:59
1200,15.3600,3.179705,1.360248,0.072833,1.746623,2026-04-26 14:42:09
1300,16.6400,3.103366,1.281670,0.071895,1.749802,2026-04-26 14:42:18
1400,17.9200,3.003922,1.260831,0.071723,1.671367,2026-04-26 14:42:27
1500,19.2000,2.796449,1.193552,0.082542,1.520355,2026-04-26 14:42:36
1600,20.4800,2.540655,1.143615,0.091635,1.305405,2026-04-26 14:42:45
1700,21.7600,2.250660,1.073745,0.103455,1.073459,2026-04-26 14:42:54
1800,23.0400,2.168694,1.078346,0.105180,0.985168,2026-04-26 14:43:03
1900,24.3200,2.076113,1.037173,0.112185,0.926755,2026-04-26 14:43:13
2000,25.6000,1.977879,0.995141,0.112364,0.870374,2026-04-26 14:43:26
2100,26.8800,1.854396,0.956991,0.098766,0.798639,2026-04-26 14:43:39
2200,28.1600,1.877145,0.945842,0.104445,0.826858,2026-04-26 14:43:49
2300,29.4400,1.814727,0.929673,0.097334,0.787719,2026-04-26 14:43:59
2400,30.7200,1.861735,0.970001,0.102323,0.789411,2026-04-26 14:44:08
2500,32.0000,1.813297,0.946100,0.101236,0.765961,2026-04-26 14:44:17
2600,33.2800,1.872646,1.003798,0.103990,0.764859,2026-04-26 14:44:26
2700,34.5600,1.722402,0.903177,0.101303,0.717922,2026-04-26 14:44:34
2800,35.8400,1.830926,0.951626,0.103622,0.775679,2026-04-26 14:44:44
2900,37.1200,1.865377,1.013056,0.102916,0.749404,2026-04-26 14:44:52
3000,38.4000,1.878787,1.006235,0.100357,0.772195,2026-04-26 14:45:02
3100,39.6800,1.554361,0.851865,0.103226,0.599270,2026-04-26 14:45:14
3200,40.9600,1.329586,0.812371,0.113384,0.403831,2026-04-26 14:45:23
3300,42.2400,1.246096,0.916845,0.121535,0.207716,2026-04-26 14:45:31
3400,43.5200,1.053774,0.803586,0.123234,0.126954,2026-04-26 14:45:40
3500,44.8000,0.996049,0.781196,0.123690,0.091163,2026-04-26 14:45:49
3600,46.0800,1.045453,0.846968,0.118886,0.079599,2026-04-26 14:45:58
3700,47.3600,0.958789,0.778563,0.117901,0.062325,2026-04-26 14:46:07
3800,48.6400,1.019325,0.839701,0.121545,0.058078,2026-04-26 14:46:16
3900,49.9200,0.793625,0.624641,0.109485,0.059499,2026-04-26 14:46:25
4000,51.2000,0.943550,0.774651,0.115525,0.053374,2026-04-26 14:46:33
4100,52.4800,0.931280,0.772594,0.115181,0.043505,2026-04-26 14:46:45
4200,53.7600,0.868585,0.716598,0.111422,0.040566,2026-04-26 14:46:58
4300,55.0400,0.870466,0.733462,0.111481,0.025523,2026-04-26 14:47:09
4400,56.3200,0.844648,0.694730,0.110316,0.039602,2026-04-26 14:47:18
4500,57.6000,0.958558,0.803562,0.115080,0.039916,2026-04-26 14:47:27
4600,58.8800,0.998398,0.842515,0.118278,0.037605,2026-04-26 14:47:36
4700,60.1600,0.847819,0.700688,0.111362,0.035769,2026-04-26 14:47:44
4800,61.4400,0.850150,0.713175,0.109626,0.027349,2026-04-26 14:47:52
4900,62.7200,0.803063,0.658750,0.108950,0.035363,2026-04-26 14:48:00
5000,64.0000,0.822474,0.679248,0.106832,0.036394,2026-04-26 14:48:08
5100,65.2800,0.875651,0.738798,0.111524,0.025330,2026-04-26 14:48:15
5200,66.5600,0.791128,0.664054,0.106095,0.020979,2026-04-26 14:48:27
5300,67.8400,0.818434,0.683316,0.106755,0.028363,2026-04-26 14:48:39
5400,69.1200,0.770531,0.636447,0.103197,0.030887,2026-04-26 14:48:49
5500,70.4000,0.861228,0.728100,0.110989,0.022140,2026-04-26 14:48:58
5600,71.6800,0.814993,0.686103,0.111637,0.017253,2026-04-26 14:49:07
5700,72.9600,0.774005,0.648580,0.107700,0.017724,2026-04-26 14:49:16
5800,74.2400,0.861112,0.728487,0.111091,0.021535,2026-04-26 14:49:25
5900,75.5200,0.800299,0.667927,0.109061,0.023310,2026-04-26 14:49:34
6000,76.8000,0.798106,0.666852,0.108833,0.022421,2026-04-26 14:49:43
6100,78.0800,0.812998,0.688017,0.108884,0.016097,2026-04-26 14:49:52
6200,79.3600,0.837002,0.714158,0.108644,0.014200,2026-04-26 14:50:04
6300,80.6400,0.810052,0.683788,0.111330,0.014933,2026-04-26 14:50:17
6400,81.9200,0.731084,0.602902,0.105410,0.022772,2026-04-26 14:50:27
6500,83.2000,0.769041,0.649675,0.108943,0.010423,2026-04-26 14:50:37
6600,84.4800,0.768701,0.645015,0.106575,0.017111,2026-04-26 14:50:46
6700,85.7600,0.785035,0.661902,0.109013,0.014120,2026-04-26 14:50:56
6800,87.0400,0.789498,0.662619,0.110770,0.016109,2026-04-26 14:51:06
6900,88.3200,0.809725,0.683765,0.112080,0.013881,2026-04-26 14:51:15
7000,89.6000,0.837585,0.710751,0.115105,0.011728,2026-04-26 14:51:25
7100,90.8800,0.761628,0.624355,0.112603,0.024670,2026-04-26 14:51:34
7200,92.1600,0.726803,0.588565,0.107484,0.030754,2026-04-26 14:51:46
7300,93.4400,0.759053,0.636612,0.110403,0.012039,2026-04-26 14:52:00
7400,94.7200,0.724074,0.592717,0.110326,0.021031,2026-04-26 14:52:12
7500,96.0000,0.765338,0.645124,0.108220,0.011993,2026-04-26 14:52:22
7600,97.2800,0.762690,0.637841,0.114898,0.009951,2026-04-26 14:52:32
7700,98.5600,0.741232,0.611310,0.113907,0.016015,2026-04-26 14:52:41
7800,99.8400,0.711626,0.586557,0.106872,0.018197,2026-04-26 14:52:51
7900,101.1200,0.673516,0.552554,0.108609,0.012353,2026-04-26 14:53:00
8000,102.4000,0.828028,0.698954,0.116355,0.012719,2026-04-26 14:53:09
8100,103.6800,0.726899,0.601040,0.113252,0.012607,2026-04-26 14:53:17
8200,104.9600,0.810562,0.677778,0.117204,0.015581,2026-04-26 14:53:26
8300,106.2400,0.646786,0.527019,0.108624,0.011143,2026-04-26 14:53:39
8400,107.5200,0.740226,0.609237,0.114131,0.016859,2026-04-26 14:53:51
8500,108.8000,0.690599,0.562114,0.115591,0.012894,2026-04-26 14:54:01
